City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Beloha,MG,-25.1667,45.05,69.57,89,100,9.78,light rain
348,Jimeta,NG,9.2833,12.4667,74.21,28,93,1.19,overcast clouds
349,Tirodi,IN,21.6833,79.7,58.78,61,46,4.65,scattered clouds
350,Atambua,ID,-9.1061,124.8925,79.41,76,97,1.07,overcast clouds
351,Lashio,MM,22.9333,97.75,58.46,97,3,1.52,clear sky
352,Cabedelo,BR,-6.9811,-34.8339,81.27,73,99,10.56,overcast clouds
353,Octeville,FR,49.6261,-1.6435,41.49,93,40,5.75,scattered clouds
354,Asau,RO,46.4333,26.4,33.28,95,100,3.02,overcast clouds
355,Severomorsk,RU,69.0689,33.4162,30.6,93,99,6.76,overcast clouds
356,Komsomolskiy,UZ,40.4272,71.7189,48.92,66,40,16.11,scattered clouds
357,Musafirkhana,IN,26.3667,81.8,58.96,56,0,4.74,clear sky
358,Grand Gaube,MU,-20.0064,57.6608,72.37,75,57,3.0,broken clouds
359,Manta,EC,-0.95,-80.7333,73.18,78,75,11.5,broken clouds
360,Matay,EG,28.419,30.7792,59.7,49,0,1.7,clear sky
361,Christchurch,NZ,-43.5333,172.6333,63.95,55,20,3.44,few clouds
362,Aden,YE,12.7794,45.0367,78.89,73,1,13.38,clear sky
363,Ayame,CI,5.6083,-3.1563,73.98,94,79,1.66,light rain
364,Poso,ID,-1.3959,120.7524,80.38,77,100,2.98,overcast clouds
365,Boda,CF,4.3189,17.4695,69.39,97,100,2.19,overcast clouds
366,Jalalabad,AF,34.4265,70.4515,56.88,26,30,1.66,scattered clouds
367,San Policarpo,PH,12.1791,125.5072,82.38,83,96,14.85,overcast clouds
368,Bismil,TR,37.8486,40.6658,53.33,76,96,3.18,overcast clouds
369,Juanjui,PE,-7.1779,-76.7314,82.56,63,94,1.68,overcast clouds
370,Pangnirtung,CA,66.1451,-65.7125,-20.18,84,14,3.71,few clouds
371,Tasiilaq,GL,65.6145,-37.6368,37.56,94,100,23.53,light rain
372,Yerbogachen,RU,61.2767,108.0108,-8.9,98,100,6.26,overcast clouds
373,Fukue,JP,32.6881,128.8419,44.96,57,75,13.8,broken clouds
374,Puerto Carreno,CO,6.189,-67.4859,77.25,74,59,11.18,broken clouds
375,Chitral,PK,35.8462,71.7858,42.42,40,53,6.46,broken clouds
376,Quesnel,CA,52.9999,-122.5029,5.9,92,100,8.68,light snow
377,Kirensk,RU,57.7853,108.1119,-3.46,95,100,8.1,overcast clouds
378,Pringsewu,ID,-5.3582,104.9744,77.02,82,100,4.27,overcast clouds
379,Georgetown,MY,5.4112,100.3354,80.24,91,20,4.61,mist
380,Beaverlodge,CA,55.2166,-119.4361,-8.25,96,100,8.95,overcast clouds
381,Peleduy,RU,59.6289,112.7406,-2.97,96,100,7.96,overcast clouds
382,Koutsouras,GR,35.0339,25.9469,61.11,73,69,15.97,light rain
383,Waverly,US,42.7392,-84.6208,29.98,71,100,19.57,overcast clouds
384,Cilaos,RE,-21.1336,55.4719,59.54,82,75,0.2,broken clouds
385,Vao,NC,-22.6667,167.4833,78.57,81,61,5.41,broken clouds
386,Povorino,RU,51.1945,42.2457,21.61,50,8,6.26,clear sky
387,Taltal,CL,-25.4,-70.4833,64.51,81,29,4.43,scattered clouds
388,Naples,IT,40.8333,14.25,53.65,73,40,5.99,scattered clouds
389,Kruisfontein,ZA,-34.0033,24.7314,62.89,78,15,2.3,few clouds
390,Sogne,NO,58.0833,7.8167,37.69,94,99,12.73,overcast clouds
391,Goundi,TD,9.3627,17.366,73.53,27,100,4.38,overcast clouds
392,Newport,GB,51.5877,-2.9984,42.1,77,35,2.93,scattered clouds
393,Carbondale,US,37.7273,-89.2168,35.89,45,0,5.75,clear sky
394,Aban,RU,56.67,96.06,-2.69,91,96,15.46,overcast clouds
395,Coahuayana,MX,18.7333,-103.6833,79.07,81,32,3.2,scattered clouds
396,Baiyin,CN,36.5583,104.2081,15.69,34,95,1.99,overcast clouds
397,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.2,94,98,2.44,overcast clouds
398,Loukhi,RU,66.0764,33.0381,26.06,96,100,4.25,light snow
399,Ayagoz,KZ,47.9714,80.4392,9.19,83,100,6.67,overcast clouds
400,Coihueco,CL,-36.6167,-71.8333,68.74,46,0,6.91,clear sky
401,Novi Sanzhary,UA,49.3439,34.3108,30.72,47,99,14.85,overcast clouds
402,Mitsamiouli,KM,-11.3847,43.2844,77.74,76,1,4.61,clear sky
403,Baglung,NP,28.2719,83.5898,53.92,41,0,5.73,clear sky
404,Khuzdar,PK,27.7384,66.6434,56.19,26,84,3.67,broken clouds
405,Sakaraha,MG,-22.9,44.5333,68.2,84,100,2.66,overcast clouds
406,Darnah,LY,32.767,22.6367,60.28,77,12,16.02,few clouds
407,Yanji,CN,42.9075,129.5078,7.09,61,81,14.43,broken clouds
408,Zaoyang,CN,32.1272,112.7542,30.79,55,66,5.86,broken clouds
409,Raychikhinsk,RU,49.7838,129.4121,-22.07,94,15,6.93,few clouds
410,Conde,BR,-7.2597,-34.9075,80.06,74,75,4.61,broken clouds
411,Mehamn,NO,71.0357,27.8492,31.95,86,75,8.05,broken clouds
412,Luganville,VU,-15.5333,167.1667,85.98,69,93,10.92,overcast clouds
413,Eggenfelden,DE,48.4054,12.7626,36.82,96,100,2.75,overcast clouds
414,Vanimo,PG,-2.6741,141.3028,81.32,84,100,3.6,overcast clouds
415,Champerico,GT,14.3,-91.9167,80.15,80,13,6.87,light rain
416,Brae,GB,60.3964,-1.353,48.33,81,99,23.78,overcast clouds
417,Santa Maria,BR,-29.6842,-53.8069,75.97,66,52,10.45,broken clouds
418,Klyuchi,RU,52.2667,79.1667,-5.69,85,16,9.13,few clouds
419,Jacareacanga,BR,-6.2222,-57.7528,78.44,80,96,2.86,overcast clouds
420,Klaksvik,FO,62.2266,-6.589,49.12,97,100,31.88,light rain
421,Uige,AO,-7.6087,15.0613,65.88,98,100,1.72,overcast clouds
422,Nome,US,64.5011,-165.4064,26.67,80,0,10.36,clear sky
423,Alta Floresta,BR,-9.8756,-56.0861,72.59,91,70,3.11,broken clouds
424,Alugan,PH,12.2188,125.4808,81.97,84,93,13.94,overcast clouds
425,Palmer,US,42.1584,-72.3287,57.61,73,100,31.07,light rain
426,Hun,LY,29.1268,15.9477,53.29,45,0,3.02,clear sky
427,Constitucion,CL,-35.3333,-72.4167,55.11,79,0,14.07,clear sky
428,Labuan,MY,5.2767,115.2417,80.96,89,20,2.3,few clouds
429,Port Hueneme,US,34.1478,-119.1951,62.33,71,100,9.22,overcast clouds
430,Gravdal,NO,68.1214,13.5031,40.35,74,100,8.16,overcast clouds
431,Ko Samui,TH,9.5357,99.9357,78.71,94,20,0.0,few clouds
432,Katra,IN,32.9833,74.95,52.0,30,31,8.16,scattered clouds
433,Port Hardy,CA,50.6996,-127.4199,32.18,74,75,17.27,broken clouds
434,Ancud,CL,-41.8697,-73.8203,48.22,67,16,2.71,few clouds
435,San Jose,US,37.3394,-121.895,60.94,47,75,9.22,broken clouds
436,Srednekolymsk,RU,67.45,153.6833,-12.05,98,100,4.56,overcast clouds
437,Anloga,GH,5.7947,0.8973,80.49,81,82,8.3,broken clouds
438,Port Hedland,AU,-20.3167,118.5667,89.65,45,53,8.05,broken clouds
439,Tezu,IN,27.9167,96.1667,62.73,45,26,4.36,scattered clouds
440,Herat,AF,34.5,62.0,43.29,75,100,10.58,overcast clouds
441,Dickinson,US,29.4608,-95.0513,59.99,50,0,13.8,clear sky
442,Dmitrov,RU,56.35,37.5167,9.25,93,85,5.26,overcast clouds
443,Bacungan,PH,9.9106,118.7022,81.79,78,98,5.44,overcast clouds
444,Ketchikan,US,55.3422,-131.6461,25.27,30,0,13.8,clear sky
445,Kismayo,SO,-0.3582,42.5454,78.78,78,69,14.05,broken clouds
446,Marzuq,YE,14.4,46.4667,60.49,69,0,1.88,clear sky
447,Miguel Alves,BR,-4.1656,-42.8953,74.68,94,49,3.96,scattered clouds
448,Bone,DE,51.9669,12.1396,35.89,86,45,5.79,scattered clouds
449,Nabire,ID,-3.3667,135.4833,77.54,91,100,1.83,overcast clouds
450,Pangai,TO,-19.8,-174.35,84.31,70,75,4.61,broken clouds
451,Beli Manastir,HR,45.77,18.6036,40.86,77,99,11.61,overcast clouds
452,Belgrade,RS,44.804,20.4651,40.69,77,0,13.8,clear sky
453,Emirdag,TR,39.0197,31.15,47.17,84,98,4.0,overcast clouds
454,Chuy,UY,-33.6971,-53.4616,69.31,89,5,15.28,clear sky
455,Mattru,SL,7.6244,-11.8332,74.07,95,45,1.1,scattered clouds
456,Bonavista,CA,48.6499,-53.1147,27.9,73,43,8.68,scattered clouds
457,Lorengau,PG,-2.0226,147.2712,85.37,68,96,5.19,overcast clouds
458,Houma,US,29.5958,-90.7195,61.0,58,0,11.5,clear sky
459,Mount Gambier,AU,-37.8333,140.7667,64.29,62,53,7.34,broken clouds
460,Kingman,US,35.1894,-114.053,56.19,37,0,13.8,clear sky
461,Gorele,TR,41.0308,39.0031,55.87,75,17,3.76,few clouds
462,Tiarei,PF,-17.5333,-149.3333,86.02,81,16,13.2,light rain
463,Batemans Bay,AU,-35.7167,150.1833,65.1,67,74,4.56,broken clouds
464,Port Alberni,CA,49.2413,-124.8028,37.24,92,72,3.62,broken clouds
465,Teya,RU,60.3778,92.6267,1.29,97,100,7.85,light snow
466,Fairlie,GB,55.756,-4.8556,42.71,90,100,8.43,overcast clouds
467,Linxia,CN,35.6003,103.2064,17.13,37,75,2.28,broken clouds
468,Quatre Cocos,MU,-20.2078,57.7625,72.09,75,41,7.52,light rain
469,Ugoofaaru,MV,5.6667,73.0,80.76,68,35,1.92,scattered clouds
470,San Lawrenz,MT,36.0553,14.204,57.85,76,14,1.01,few clouds
471,Mujiayingzi,CN,42.1167,118.7833,6.6,40,0,9.55,clear sky
472,Shajapur,IN,23.4333,76.2667,56.79,52,0,4.63,clear sky
473,Kintampo,GH,8.0563,-1.7306,77.97,63,85,4.05,overcast clouds
474,Moroto,UG,2.5345,34.6666,66.85,64,96,6.8,overcast clouds
475,Aksarka,RU,66.5606,67.7975,-7.8,98,12,5.06,few clouds
476,Olivet,FR,47.8622,1.8991,41.11,94,20,4.61,mist
477,Umm Kaddadah,SD,13.6017,26.6876,74.68,20,17,17.43,few clouds
478,Deqing,CN,30.5448,119.9599,36.95,94,100,5.12,light snow
479,Jalingo,NG,8.8833,11.3667,75.81,27,99,3.69,overcast clouds
480,Samana,DO,19.2056,-69.3369,76.96,89,4,7.09,light rain
481,Itarema,BR,-2.9248,-39.9167,79.3,74,88,12.62,overcast clouds
482,Arandis,NA,-22.4167,14.9667,68.2,49,8,2.51,clear sky
483,Gallup,US,35.5281,-108.7426,48.96,26,0,6.91,clear sky
484,Huangzhai,CN,38.0751,112.6595,7.21,17,0,3.51,clear sky
485,Le Marin,MQ,14.4721,-60.8697,76.71,88,20,5.75,few clouds
486,Sistranda,NO,63.7256,8.834,35.56,82,98,7.16,moderate rain
487,Katsuura,JP,35.1333,140.3,53.62,84,100,17.92,overcast clouds
488,Yumen,CN,40.2833,97.2,6.98,77,81,1.59,broken clouds
489,Pevek,RU,69.7008,170.3133,7.43,88,100,1.86,overcast clouds
490,Wuchang,CN,44.9143,127.15,2.62,67,76,12.01,broken clouds
491,Poprad,SK,49.0614,20.298,28.63,93,75,3.44,mist
492,Snezhnogorsk,RU,69.1933,33.2531,29.98,93,100,7.23,overcast clouds
493,Karwar,IN,14.8,74.1333,71.65,53,4,7.83,clear sky
494,Douglas,US,41.3,-96.167,23.4,66,0,0.0,clear sky
495,Bandarbeyla,SO,9.4942,50.8122,77.63,81,5,16.67,light rain
496,Basay,PH,9.4087,122.64,81.97,78,56,13.89,broken clouds
497,Chongqing,CN,29.5628,106.5528,47.23,88,100,4.0,overcast clouds
498,Male,MV,4.1748,73.5089,80.71,67,64,2.84,broken clouds
499,Santiago Del Estero,AR,-27.7951,-64.2615,79.47,51,100,9.44,overcast clouds
500,Kavieng,PG,-2.5744,150.7967,84.38,67,35,3.24,scattered clouds
501,Port-Gentil,GA,-0.7193,8.7815,78.84,85,92,10.89,moderate rain
502,Gimli,CA,50.6336,-96.9907,5.02,72,90,8.05,overcast clouds
503,Dunedin,NZ,-45.8742,170.5036,57.79,70,42,1.01,scattered clouds
504,Qaqortoq,GL,60.7167,-46.0333,20.82,85,89,6.6,overcast clouds
505,Omboue,GA,-1.5746,9.2618,75.88,90,100,4.92,overcast clouds
506,Juba,SS,4.8517,31.5825,74.97,64,88,1.7,overcast clouds
507,Ambilobe,MG,-13.2,49.05,75.42,85,88,0.78,overcast clouds
508,Itupiranga,BR,-5.1347,-49.3267,75.52,95,96,3.33,overcast clouds
509,Kieta,PG,-6.2167,155.6333,85.14,70,92,5.91,light rain
510,Imbituba,BR,-28.24,-48.6703,74.86,98,100,13.53,overcast clouds
511,Sidi Ali,DZ,36.0998,0.4206,54.48,52,95,4.72,overcast clouds
512,Sinjai,ID,-5.1241,120.253,77.31,85,99,3.76,overcast clouds
513,Rio Grande,BR,-32.035,-52.0986,73.51,90,18,16.82,few clouds
514,Contamana,PE,-7.3333,-75.0167,87.04,51,99,5.48,overcast clouds
515,Sorland,NO,67.667,12.6934,40.86,79,99,13.76,overcast clouds
516,Smoky Lake,CA,54.1169,-112.4686,-3.28,84,100,9.22,light snow
517,Cabra,ES,37.4725,-4.4421,48.78,49,100,2.13,overcast clouds
518,Pavilosta,LV,56.8879,21.1859,31.91,91,100,7.43,overcast clouds
519,Okhotsk,RU,59.3833,143.3,-2.16,98,100,13.65,overcast clouds
520,Huicheng,CN,23.0385,116.2899,55.09,81,100,14.0,overcast clouds
521,Salinopolis,BR,-0.6136,-47.3561,78.87,80,75,7.56,broken clouds
522,Biltine,TD,14.5333,20.9167,73.36,21,3,9.78,clear sky
523,Alma,CA,48.5501,-71.6491,35.1,83,100,17.18,light snow
524,Florianopolis,BR,-27.6146,-48.5012,73.13,96,100,16.11,overcast clouds
525,Igarka,RU,67.4667,86.5833,2.84,95,100,12.06,overcast clouds
526,Najran,SA,17.4924,44.1277,56.05,41,40,1.77,scattered clouds
527,Marathon,US,44.9,-89.7668,17.13,75,100,19.57,overcast clouds
528,Torbay,CA,47.6666,-52.7314,23.27,80,0,6.91,clear sky
529,Matagami,CA,49.7502,-77.6328,30.31,80,100,12.66,overcast clouds
530,Arlit,NE,18.7369,7.3853,68.65,22,1,6.35,clear sky
531,Byron Bay,AU,-28.65,153.6167,60.94,90,100,17.87,light rain
532,Port Hawkesbury,CA,45.6169,-61.3485,40.59,79,100,20.0,overcast clouds
533,Turayf,SA,31.6725,38.6637,50.25,93,0,3.44,clear sky
534,Great Yarmouth,GB,52.6083,1.7305,44.85,85,25,8.61,scattered clouds
535,Brokopondo,SR,4.75,-55.1667,75.76,88,21,8.34,few clouds
536,Kenai,US,60.5544,-151.2583,13.14,88,75,4.61,broken clouds
537,Tokmak,UA,47.2514,35.7058,32.92,61,92,14.85,overcast clouds
538,Forasti,RO,47.35,26.4667,37.81,89,93,2.04,overcast clouds
539,Namatanai,PG,-3.6667,152.4333,85.8,64,70,4.18,broken clouds
540,San Patricio,US,28.017,-97.5169,60.84,53,2,12.73,clear sky
541,Lieksa,FI,63.3167,30.0167,27.54,93,100,6.24,overcast clouds
542,Chernyshevskiy,RU,63.0128,112.4714,-23.28,96,85,4.7,overcast clouds
543,Nabannagan,PH,18.0715,121.5338,76.32,93,99,1.9,light rain
544,Guasdualito,VE,7.2424,-70.7324,78.76,83,20,0.0,few clouds
545,Caxito,AO,-8.5785,13.6643,76.17,87,100,2.13,overcast clouds
546,Yambio,SS,4.5721,28.3955,68.49,93,100,3.27,overcast clouds
547,Sampit,ID,-2.5333,112.95,76.98,94,100,3.06,overcast clouds
548,Mlonggo,ID,-6.5333,110.7,78.94,80,89,7.25,overcast clouds
549,Yenagoa,NG,4.9247,6.2642,76.98,89,99,3.15,overcast clouds
550,Kathmandu,NP,27.7167,85.3167,48.42,87,20,0.0,mist
551,Kautokeino,NO,69.0125,23.0412,22.32,97,100,3.83,overcast clouds
552,Kysyl-Syr,RU,63.8986,122.7617,-27.47,98,100,5.37,overcast clouds
553,Todos Santos,MX,23.45,-110.2167,75.43,78,7,6.82,clear sky
554,Egvekinot,RU,66.3167,-179.1667,12.33,90,71,2.06,broken clouds
555,Camacha,PT,33.0833,-16.3333,63.82,88,75,11.5,broken clouds
556,Pimentel,PE,-6.8367,-79.9342,67.21,83,84,12.41,broken clouds
557,Sept-Iles,CA,50.2001,-66.3821,31.05,88,100,28.77,overcast clouds
558,Portland,US,45.5234,-122.6762,43.81,93,97,7.0,overcast clouds
559,Verkhnevilyuysk,RU,63.4453,120.3167,-29.67,98,100,4.88,overcast clouds
560,Mansa,IN,29.9833,75.3833,56.66,34,0,4.54,clear sky
561,Quelimane,MZ,-17.8786,36.8883,69.75,88,0,3.44,clear sky
562,Urengoy,RU,65.9667,78.3667,-9.17,100,87,6.51,overcast clouds
563,High Level,CA,58.5169,-117.136,-18.29,83,20,3.44,few clouds
564,Tessalit,ML,20.1986,1.0114,69.19,20,34,6.78,scattered clouds
565,Ustye,RU,59.6304,39.736,8.91,97,85,2.08,overcast clouds
566,Moses Lake,US,47.1301,-119.2781,21.88,93,0,3.44,clear sky
567,Turukhansk,RU,65.8167,87.9833,5.47,94,100,13.47,overcast clouds
568,Acarau,BR,-2.8856,-40.12,79.41,75,93,13.13,overcast clouds
569,Tra Vinh,VN,9.9347,106.3453,76.64,90,99,5.41,overcast clouds
570,Victoria Point,AU,-27.5833,153.3,66.18,94,100,8.99,light rain
571,Eydhafushi,MV,5.1033,73.0708,80.62,67,72,1.52,broken clouds
572,Palafrugell,ES,41.9174,3.1631,45.36,50,14,1.99,few clouds
573,Piacabucu,BR,-10.4056,-36.4344,75.38,89,100,12.12,overcast clouds
574,Sahuaripa,MX,29.05,-109.2333,70.2,28,48,1.79,scattered clouds
575,Finote Selam,ET,10.7,37.2667,56.79,61,9,2.66,clear sky
576,Asyut,EG,27.181,31.1837,60.94,45,0,3.13,clear sky
577,Mazatlan,MX,23.2167,-106.4167,80.56,72,0,8.05,clear sky
578,Calbuco,CL,-41.768,-73.1273,52.81,64,0,15.88,clear sky
579,Krasnoselkup,RU,65.7,82.4667,-0.83,96,100,10.6,overcast clouds
580,Chhabra,IN,24.6667,76.8333,56.79,46,0,3.8,clear sky
581,Nanlong,CN,31.3533,106.0631,37.8,77,99,6.55,overcast clouds
582,Koshki,RU,54.2091,50.4677,4.15,98,57,3.11,broken clouds
583,Mareeba,AU,-17.0,145.4333,76.44,90,100,2.28,overcast clouds
584,Kushima,JP,31.4583,131.2333,50.92,63,97,6.2,overcast clouds
585,Guryevsk,RU,54.2833,85.9333,-8.37,92,5,2.46,clear sky
586,Caravelas,BR,-17.7125,-39.2481,75.29,94,98,4.29,overcast clouds
587,Gigmoto,PH,13.7796,124.39,81.19,85,86,14.9,overcast clouds
588,Zhuhai,CN,22.2769,113.5678,58.78,88,40,23.02,scattered clouds
589,Pueblo Nuevo,MX,23.3833,-105.3833,57.18,50,80,1.72,broken clouds
590,Darlowo,PL,54.421,16.4107,32.43,82,85,7.78,overcast clouds
591,Miraflores,MX,19.2167,-98.8083,67.96,59,68,4.0,broken clouds
592,Satipo,PE,-11.2522,-74.6386,75.87,76,85,2.91,overcast clouds
593,Klamath Falls,US,42.2249,-121.7817,38.48,68,100,20.71,overcast clouds
594,Ust-Tsilma,RU,65.441,52.1498,-6.68,100,94,3.02,overcast clouds
595,Hudson Bay,CA,52.85,-102.3842,-3.35,99,98,5.55,overcast clouds
596,Alofi,NU,-19.0595,-169.9187,84.09,70,40,10.36,scattered clouds
597,Gombong,ID,-7.6072,109.5142,77.85,82,100,0.29,overcast clouds
598,Mantua,IT,45.1667,10.7833,41.99,89,77,3.0,broken clouds
599,Iquique,CL,-20.2208,-70.1431,66.24,82,5,5.93,clear sky
600,Urusha,RU,54.05,122.9,-31.13,96,46,2.55,scattered clouds
601,Saint Anthony,US,45.0205,-93.218,16.9,71,0,10.36,clear sky
602,Carndonagh,IE,55.25,-7.2667,49.3,92,100,9.04,overcast clouds
603,Kjollefjord,NO,70.9457,27.3465,35.65,86,75,8.05,broken clouds
604,Tesistan,MX,20.7833,-103.4833,78.03,35,33,3.36,scattered clouds
605,Kankakee,US,41.15,-87.8667,26.31,71,22,18.21,few clouds
606,Uravakonda,IN,14.95,77.2667,67.96,86,5,5.06,clear sky
607,Hurghada,EG,27.2574,33.8129,65.84,66,0,4.52,clear sky
608,Sur,OM,22.5667,59.5289,72.82,56,62,1.77,broken clouds
609,Rio Gallegos,AR,-51.6226,-69.2181,59.05,29,0,21.85,clear sky
610,Balkhash,KZ,46.844,74.9804,20.37,96,100,10.96,snow
611,Gamba,GA,-2.65,10.0,75.42,89,93,3.22,light rain
612,Pereyaslovskaya,RU,45.8412,39.0238,34.39,72,46,20.6,scattered clouds
613,Manbij,SY,36.5281,37.9549,53.98,86,61,7.61,broken clouds
614,Chazuta,PE,-6.5742,-76.1367,86.85,71,77,2.17,broken clouds
615,Luderitz,NA,-26.6481,15.1594,63.57,75,0,9.28,clear sky
616,Half Moon Bay,US,37.4636,-122.4286,58.53,63,100,11.5,overcast clouds
617,Freeport,US,40.6576,-73.5832,55.65,70,100,27.63,overcast clouds
618,Avera,US,33.194,-82.5271,58.51,64,62,14.63,broken clouds
619,Poum,NC,-20.2333,164.0167,81.68,82,76,14.81,broken clouds
620,Saquisili,EC,-0.8333,-78.6667,56.34,58,40,8.05,scattered clouds
621,Beira,MZ,-19.8436,34.8389,72.28,71,3,7.29,clear sky
622,Nador,MA,35.174,-2.9287,50.25,76,0,2.3,clear sky
623,Nantucket,US,41.2835,-70.0995,59.14,90,100,27.63,moderate rain
624,Sobolevo,RU,54.4299,31.8996,19.62,88,100,7.96,overcast clouds
625,Chisinau,MD,47.0056,28.8575,30.92,91,100,9.22,overcast clouds
626,Thale,DE,51.75,11.05,42.13,96,78,2.21,broken clouds
627,Masuguru,TZ,-11.3667,38.4167,73.44,85,30,3.02,light rain
628,Dzhebariki-Khaya,RU,62.2167,135.8,-32.22,97,100,2.37,overcast clouds
629,Deputatskiy,RU,69.3,139.9,-14.12,99,100,3.6,light snow
630,Kayerkan,RU,69.3497,87.7602,-2.85,99,100,2.57,overcast clouds
631,Koslan,RU,63.4564,48.8989,16.63,98,96,3.11,overcast clouds
632,Nanning,CN,22.8167,108.3167,46.85,73,100,8.79,overcast clouds
633,Coquimbo,CL,-29.9533,-71.3436,64.13,77,75,9.22,broken clouds
634,Usogorsk,RU,63.4106,48.6872,15.62,98,96,3.31,overcast clouds
635,Kattivakkam,IN,13.2167,80.3167,77.09,89,38,6.24,scattered clouds
636,Conakry,GN,9.538,-13.6773,81.57,75,21,7.43,few clouds
637,Dudinka,RU,69.4058,86.1778,2.08,98,100,5.48,overcast clouds
638,Moerai,PF,-22.4333,-151.3333,75.29,80,99,10.33,overcast clouds
639,Necochea,AR,-38.5473,-58.7368,57.83,86,100,14.94,overcast clouds
640,Batavia,US,41.85,-88.3126,25.29,66,0,21.85,clear sky
641,Bolgatanga,GH,10.7856,-0.8514,77.04,24,51,4.34,broken clouds
642,Buala,SB,-8.145,159.5921,82.33,77,100,5.79,light rain
643,Bud,US,39.447,-86.1758,31.32,69,0,14.36,clear sky
644,Morros,BR,-9.4467,-46.3003,71.55,89,79,2.84,broken clouds
645,Lomas De Sargentillo,EC,-1.8833,-80.0833,78.84,60,78,10.63,broken clouds
646,Bozoum,CF,6.3193,16.3799,69.35,38,86,1.14,overcast clouds
647,Kudahuvadhoo,MV,2.6708,72.8944,80.08,67,14,3.78,few clouds
648,Yashkul,RU,46.1711,45.3435,26.58,38,29,12.57,scattered clouds
649,Caledonia,US,42.8078,-87.9242,25.3,65,0,13.8,clear sky
650,Dire,ML,12.2833,-10.9667,75.76,33,37,2.15,scattered clouds
651,Dickson,US,36.077,-87.3878,38.48,63,40,3.44,scattered clouds
652,Namibe,AO,-15.1961,12.1522,69.44,76,86,7.63,overcast clouds
653,Mongu,ZM,-15.2484,23.1274,71.53,65,30,5.5,scattered clouds
654,Rosehearty,GB,57.697,-2.1132,43.66,84,96,21.27,overcast clouds
655,Los Andes,CL,-32.8337,-70.5983,64.0,64,29,4.85,scattered clouds
656,Lossiemouth,GB,57.7214,-3.2834,46.26,82,75,6.91,broken clouds
657,Puerto Berrio,CO,6.4916,-74.4033,73.49,96,89,2.53,overcast clouds
658,Taggia,IT,43.8485,7.8545,53.01,62,8,5.73,clear sky
659,Northam,GB,51.0333,-4.2167,41.4,86,48,6.29,scattered clouds
660,Lotoshino,RU,56.2267,35.6414,10.51,91,100,4.34,overcast clouds
661,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,16.11,scattered clouds
662,Buraydah,SA,26.326,43.975,64.85,54,58,10.31,broken clouds
663,Ruthin,GB,53.1137,-3.3178,43.32,95,45,3.8,scattered clouds
664,Kongolo,CD,-5.3833,27.0,68.85,98,100,2.82,light rain
665,Amboise,FR,47.4125,0.9827,45.14,88,100,9.22,overcast clouds
666,Gandhidham,IN,23.0833,70.1333,68.83,41,0,6.91,clear sky
667,Skjervoy,NO,70.0311,20.9714,28.4,71,85,6.17,overcast clouds
668,Alta Gracia,AR,-31.6529,-64.4283,70.38,77,71,7.45,broken clouds
669,Boshnyakovo,RU,49.6333,142.1667,4.89,89,100,19.6,light snow
670,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,83.12,38,41,5.1,scattered clouds
671,Aklavik,CA,68.2191,-135.0107,1.4,85,100,4.61,light snow
672,Pangody,RU,65.85,74.4859,-13.07,97,10,4.7,clear sky
673,Qinzhou,CN,21.95,108.6167,47.66,80,100,17.81,overcast clouds
674,Zhukovka,RU,53.534,33.728,21.47,82,100,8.93,overcast clouds
675,Nelson Bay,AU,-32.7167,152.15,70.09,63,100,7.0,overcast clouds
676,Selam,IN,11.65,78.1667,68.72,87,38,3.44,scattered clouds
677,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
678,Novobirilyussy,RU,56.9514,90.6661,-10.01,97,75,5.46,broken clouds
679,Lata,PT,40.1629,-8.3327,51.08,92,100,4.47,overcast clouds
680,Traverse City,US,44.7631,-85.6206,28.47,69,100,18.41,overcast clouds
681,Hami,CN,42.8,93.45,10.85,22,92,1.03,overcast clouds
682,Verkh-Usugli,RU,52.7,115.1667,-15.77,94,60,3.2,broken clouds
683,Bardiyah,LY,31.7561,25.0865,61.9,53,7,13.24,clear sky
684,Lubao,PH,14.9167,120.55,80.31,76,86,12.24,overcast clouds
685,Kavaratti,IN,10.5669,72.642,80.87,74,6,3.42,clear sky
686,Ndele,CF,8.4109,20.6473,76.12,32,100,3.15,overcast clouds
687,Madukkarai,IN,10.9,76.9667,68.68,94,20,4.61,mist
